Date,Commodity,Region,Price,Unit,Category,Source,Year,Month,Day,DayOfYear,WeekOfYear,Season
2025-03-20,Radish,Tumkur,22.15,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Radish,Tumkur,28.11,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Radish,Tumkur,38.44,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Radish,Tumkur,29.24,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Radish,Tumkur,33.82,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Radish,Tumkur,34.1,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Radish,Tumkur,20.58,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Radish,Tumkur,28.05,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Radish,Tumkur,22.48,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Radish,Tumkur,34.77,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Radish,Tumkur,25.4,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Radish,Tumkur,18.29,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Radish,Tumkur,26.0,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Radish,Tumkur,28.61,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Radish,Tumkur,27.7,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Radish,Tumkur,14.88,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Radish,Tumkur,23.63,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Radish,Tumkur,28.22,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Radish,Tumkur,21.23,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Radish,Tumkur,20.22,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Radish,Tumkur,23.06,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Radish,Tumkur,20.29,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Spinach,Bangalore,13.81,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Spinach,Bangalore,15.65,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Spinach,Bangalore,13.16,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Spinach,Bangalore,11.87,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Spinach,Bangalore,11.08,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Spinach,Bangalore,13.9,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Spinach,Bangalore,14.27,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Spinach,Bangalore,13.37,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Spinach,Bangalore,10.09,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Spinach,Bangalore,11.64,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Spinach,Bangalore,13.46,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Spinach,Bangalore,15.86,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Spinach,Bangalore,10.73,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Spinach,Bangalore,13.55,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Spinach,Bangalore,16.29,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Spinach,Bangalore,14.12,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Spinach,Bangalore,12.06,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Spinach,Bangalore,16.08,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Spinach,Bangalore,12.89,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Spinach,Bangalore,15.64,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Spinach,Bangalore,20.84,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Spinach,Bangalore,22.26,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Spinach,Bangalore,22.92,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Spinach,Bangalore,18.63,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Spinach,Bangalore,19.7,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Spinach,Bangalore,19.26,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Spinach,Bangalore,22.67,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Spinach,Bangalore,24.68,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Spinach,Bangalore,25.71,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Spinach,Bangalore,20.3,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Spinach,Bangalore,22.74,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Spinach,Bangalore,17.66,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Spinach,Bangalore,19.71,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Spinach,Bangalore,23.55,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Spinach,Bangalore,20.57,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Spinach,Bangalore,19.24,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Spinach,Bangalore,20.7,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Spinach,Bangalore,20.56,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Spinach,Bangalore,18.29,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Spinach,Bangalore,17.4,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Spinach,Bangalore,26.81,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Spinach,Bangalore,20.7,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Spinach,Bangalore,20.22,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Spinach,Bangalore,22.14,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Spinach,Bangalore,16.69,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Spinach,Bangalore,21.45,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Spinach,Bangalore,20.31,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Spinach,Bangalore,19.09,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Spinach,Bangalore,16.29,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Spinach,Bangalore,17.67,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Spinach,Bangalore,12.87,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Spinach,Bangalore,13.48,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Spinach,Bangalore,10.08,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Spinach,Belgaum,11.05,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Spinach,Belgaum,10.21,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Spinach,Belgaum,8.42,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Spinach,Belgaum,11.27,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Spinach,Belgaum,11.3,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Spinach,Belgaum,8.62,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Spinach,Belgaum,9.52,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Spinach,Belgaum,9.97,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Spinach,Belgaum,8.9,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Spinach,Belgaum,7.82,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Spinach,Belgaum,9.54,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Spinach,Belgaum,13.01,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Spinach,Belgaum,11.68,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Spinach,Belgaum,12.45,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Spinach,Belgaum,11.4,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Spinach,Belgaum,16.32,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Spinach,Belgaum,13.54,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Spinach,Belgaum,9.58,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Spinach,Belgaum,15.41,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Spinach,Belgaum,12.41,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Spinach,Belgaum,12.18,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Spinach,Belgaum,14.97,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Spinach,Belgaum,14.28,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Spinach,Belgaum,11.52,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Spinach,Belgaum,15.47,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Spinach,Belgaum,15.05,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Spinach,Belgaum,14.36,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Spinach,Belgaum,16.36,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Spinach,Belgaum,16.55,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Spinach,Belgaum,18.38,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Spinach,Belgaum,14.53,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Spinach,Belgaum,21.24,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Spinach,Belgaum,17.92,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Spinach,Belgaum,17.75,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Spinach,Belgaum,14.18,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Spinach,Belgaum,17.69,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Spinach,Belgaum,14.54,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Spinach,Belgaum,16.23,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Spinach,Belgaum,12.1,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Spinach,Belgaum,17.3,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Spinach,Belgaum,14.5,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Spinach,Belgaum,16.74,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Spinach,Belgaum,12.33,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Spinach,Belgaum,17.21,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Spinach,Belgaum,14.94,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Spinach,Belgaum,13.78,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Spinach,Belgaum,15.07,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Spinach,Belgaum,11.35,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Spinach,Belgaum,11.28,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Spinach,Belgaum,15.55,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Spinach,Belgaum,11.52,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Spinach,Belgaum,14.2,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Spinach,Belgaum,11.59,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Spinach,Davangere,10.68,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Spinach,Davangere,12.18,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Spinach,Davangere,9.56,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Spinach,Davangere,11.63,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Spinach,Davangere,8.68,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Spinach,Davangere,12.66,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Spinach,Davangere,10.06,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Spinach,Davangere,9.71,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Spinach,Davangere,11.5,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Spinach,Davangere,6.99,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Spinach,Davangere,9.94,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Spinach,Davangere,12.27,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Spinach,Davangere,9.34,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Spinach,Davangere,10.1,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Spinach,Davangere,10.88,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Spinach,Davangere,14.23,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Spinach,Davangere,12.33,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Spinach,Davangere,9.02,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Spinach,Davangere,11.58,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Spinach,Davangere,13.18,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Spinach,Davangere,17.0,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Spinach,Davangere,16.97,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Spinach,Davangere,10.07,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Spinach,Davangere,19.1,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Spinach,Davangere,14.04,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Spinach,Davangere,16.6,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Spinach,Davangere,19.39,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Spinach,Davangere,18.98,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Spinach,Davangere,20.28,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Spinach,Davangere,16.52,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Spinach,Davangere,18.58,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Spinach,Davangere,15.57,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Spinach,Davangere,22.02,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Spinach,Davangere,20.68,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Spinach,Davangere,21.15,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Spinach,Davangere,20.54,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Spinach,Davangere,22.19,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Spinach,Davangere,20.6,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Spinach,Davangere,16.68,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Spinach,Davangere,19.42,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Spinach,Davangere,13.95,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Spinach,Davangere,17.88,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Spinach,Davangere,13.42,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Spinach,Davangere,20.05,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Spinach,Davangere,15.62,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Spinach,Davangere,17.15,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Spinach,Davangere,13.81,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Spinach,Davangere,13.74,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Spinach,Davangere,13.64,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Spinach,Davangere,10.47,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Spinach,Davangere,14.91,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Spinach,Davangere,9.13,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Spinach,Davangere,12.67,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Spinach,Gulbarga,14.02,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Spinach,Gulbarga,11.63,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Spinach,Gulbarga,9.49,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Spinach,Gulbarga,11.43,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Spinach,Gulbarga,9.82,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Spinach,Gulbarga,13.42,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Spinach,Gulbarga,11.38,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Spinach,Gulbarga,10.59,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Spinach,Gulbarga,10.67,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Spinach,Gulbarga,9.11,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Spinach,Gulbarga,10.89,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Spinach,Gulbarga,9.11,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Spinach,Gulbarga,9.59,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Spinach,Gulbarga,10.0,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Spinach,Gulbarga,9.17,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Spinach,Gulbarga,9.9,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Spinach,Gulbarga,12.42,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Spinach,Gulbarga,16.31,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Spinach,Gulbarga,11.51,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Spinach,Gulbarga,16.03,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Spinach,Gulbarga,13.32,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Spinach,Gulbarga,15.51,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Spinach,Gulbarga,16.89,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Spinach,Gulbarga,16.94,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Spinach,Gulbarga,17.1,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Spinach,Gulbarga,22.82,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Spinach,Gulbarga,14.63,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Spinach,Gulbarga,21.48,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Spinach,Gulbarga,17.16,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Spinach,Gulbarga,16.47,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Spinach,Gulbarga,20.75,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Spinach,Gulbarga,16.5,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Spinach,Gulbarga,19.13,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Spinach,Gulbarga,15.93,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Spinach,Gulbarga,20.52,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Spinach,Gulbarga,22.47,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Spinach,Gulbarga,18.69,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Spinach,Gulbarga,21.2,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Spinach,Gulbarga,20.66,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Spinach,Gulbarga,22.89,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Spinach,Gulbarga,15.25,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Spinach,Gulbarga,17.35,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Spinach,Gulbarga,17.01,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Spinach,Gulbarga,13.78,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Spinach,Gulbarga,17.02,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Spinach,Gulbarga,15.76,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Spinach,Gulbarga,15.07,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Spinach,Gulbarga,11.61,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Spinach,Gulbarga,12.33,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Spinach,Gulbarga,10.64,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
